"DateTime","Daily new cases","7MA"
"2021-02-08 00:00:00",997,409.42857142857144
"2021-02-09 00:00:00",417,406.14285714285717
"2021-02-10 00:00:00",486,400.14285714285717
"2021-02-11 00:00:00",418,394.85714285714283
"2021-02-12 00:00:00",431,392.7142857142857
"2021-02-13 00:00:00",0,392.7142857142857
"2021-02-14 00:00:00",0,392.7142857142857
"2021-02-15 00:00:00",837,369.85714285714283
"2021-02-16 00:00:00",430,371.7142857142857
"2021-02-17 00:00:00",434,364.2857142857143
"2021-02-18 00:00:00",353,355
"2021-02-19 00:00:00",437,355.85714285714283
"2021-02-20 00:00:00",0,355.85714285714283
"2021-02-21 00:00:00",0,355.85714285714283
"2021-02-22 00:00:00",996,378.57142857142856
"2021-02-23 00:00:00",423,377.57142857142856
"2021-02-24 00:00:00",399,372.57142857142856
"2021-02-25 00:00:00",418,381.85714285714283
"2021-02-26 00:00:00",427,380.42857142857144
"2021-02-27 00:00:00",0,380.42857142857144
"2021-02-28 00:00:00",0,380.42857142857144
"2021-03-01 00:00:00",745,344.57142857142856
"2021-03-02 00:00:00",428,345.2857142857143
"2021-03-03 00:00:00",376,342
"2021-03-04 00:00:00",403,339.85714285714283
"2021-03-05 00:00:00",347,328.42857142857144
"2021-03-06 00:00:00",0,328.42857142857144
"2021-03-07 00:00:00",0,328.42857142857144
"2021-03-08 00:00:00",0,222
"2021-03-09 00:00:00",1192,331.14285714285717
"2021-03-10 00:00:00",0,277.42857142857144
"2021-03-11 00:00:00",0,219.85714285714286
"2021-03-12 00:00:00",1261,350.42857142857144
"2021-03-13 00:00:00",0,350.42857142857144
"2021-03-14 00:00:00",0,350.42857142857144
"2021-03-15 00:00:00",0,350.42857142857144
"2021-03-16 00:00:00",1354,373.57142857142856
"2021-03-17 00:00:00",0,373.57142857142856
"2021-03-18 00:00:00",0,373.57142857142856
"2021-03-19 00:00:00",1456,401.42857142857144
"2021-03-20 00:00:00",0,401.42857142857144
"2021-03-21 00:00:00",0,401.42857142857144
"2021-03-22 00:00:00",0,401.42857142857144
"2021-03-23 00:00:00",1535,427.2857142857143
"2021-03-24 00:00:00",0,427.2857142857143
"2021-03-25 00:00:00",0,427.2857142857143
"2021-03-26 00:00:00",1740,467.85714285714283
"2021-03-27 00:00:00",0,467.85714285714283
"2021-03-28 00:00:00",0,467.85714285714283
"2021-03-29 00:00:00",0,467.85714285714283
"2021-03-30 00:00:00",1586,475.14285714285717
"2021-03-31 00:00:00",0,475.14285714285717
"2021-04-01 00:00:00",0,475.14285714285717
"2021-04-02 00:00:00",0,226.57142857142858
"2021-04-03 00:00:00",0,226.57142857142858
"2021-04-04 00:00:00",0,226.57142857142858
"2021-04-05 00:00:00",0,226.57142857142858
"2021-04-06 00:00:00",3082,440.2857142857143
"2021-04-07 00:00:00",0,440.2857142857143
"2021-04-08 00:00:00",0,440.2857142857143
"2021-04-09 00:00:00",2698,825.7142857142857
"2021-04-10 00:00:00",0,825.7142857142857
"2021-04-11 00:00:00",0,825.7142857142857
"2021-04-12 00:00:00",0,825.7142857142857
"2021-04-13 00:00:00",2799,785.2857142857143
"2021-04-14 00:00:00",0,785.2857142857143
"2021-04-15 00:00:00",2190,1098.142857142857
"2021-04-16 00:00:00",1044,861.8571428571429
"2021-04-17 00:00:00",0,861.8571428571429
"2021-04-18 00:00:00",0,861.8571428571429
"2021-04-19 00:00:00",2260,1184.7142857142858
"2021-04-20 00:00:00",1130,946.2857142857143
"2021-04-21 00:00:00",1531,1165
"2021-04-22 00:00:00",1776,1105.857142857143
"2021-04-23 00:00:00",1656,1193.2857142857142
"2021-04-24 00:00:00",1830,1454.7142857142858
"2021-04-25 00:00:00",0,1454.7142857142858
"2021-04-26 00:00:00",2480,1486.142857142857
"2021-04-27 00:00:00",1927,1600
"2021-04-28 00:00:00",2434,1729
"2021-04-29 00:00:00",2781,1872.5714285714287
"2021-04-30 00:00:00",2609,2008.7142857142858
"2021-05-01 00:00:00",0,1747.2857142857142
"2021-05-02 00:00:00",0,1747.2857142857142
"2021-05-03 00:00:00",5685,2205.1428571428573
"2021-05-04 00:00:00",1304,2116.1428571428573
"2021-05-05 00:00:00",2555,2133.4285714285716
"2021-05-06 00:00:00",2559,2101.714285714286
"2021-05-07 00:00:00",2392,2070.714285714286
"2021-05-08 00:00:00",0,2070.714285714286
"2021-05-09 00:00:00",0,2070.714285714286
"2021-05-10 00:00:00",5992,2114.5714285714284
"2021-05-11 00:00:00",2236,2247.714285714286
"2021-05-12 00:00:00",3173,2336
"2021-05-13 00:00:00",3039,2404.5714285714284
